Name,Type,Description,Visible,Title,Date,Journal,Lens_ID,Citations,Importance,Link
"72-0,1256",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/018-680-145-951-604/main"">
Scale-invariant models with one-loop neutrino mass and dark matter candidates</a><br>
Amine Ahriche, Adrian Manning, Kristian L. McDonald, <i>et al.</i> <br><br>
We construct a list of minimal scale-invariant models at the TeV scale that generate one-loop neutrino mass and give viable dark matter candidates. The models generically contain a singlet scalar and a ${Z}_{2}$-odd sector comprised of singlet, doublet, and/or triplet SU(2) multiplets. The dark matter may reside in a single multiplet or arise as an admixture of several multiplets. We find 15 indep...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.94.053005"">10.1103/physrevd.94.053005</a> [<a href=""https://www.arxiv.org/abs/1604.05995"">PDF</a>]</div>",,Scale-invariant models with one-loop neutrino mass and dark matter candidates,2018-05-12,Physical Review D,018-680-145-951-604,29,0.1256,
"73-0,1186",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/055-064-790-631-024/main"">
Constraining Sterile Neutrino Warm Dark Matter with Chandra Observations of the Andromeda Galaxy</a><br>
Casey Watson, Zhiyuan Li, Nicholas K. Polley <br><br>
We use the Chandra unresolved X-ray emission spectrum from a 12'–28' (2.8–6.4 kpc) annular region of the Andromeda galaxy to constrain the radiative decay of sterile neutrino warm dark matter. By excising the most baryon-dominated, central 2.8 kpc of the galaxy, we reduce the uncertainties in our estimate of the dark matter mass within the field of view and improve the signal-to-noise ratio of pro...
<br><br>
[<a href=""https://arxiv.org/abs/1111.4217"">PDF</a>]</div>",,Constraining Sterile Neutrino Warm Dark Matter with Chandra Observations of the Andromeda Galaxy,2018-05-15,Journal of Cosmology and Astroparticle Physics,055-064-790-631-024,50,0.1186,
"74-0,1184",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/013-204-989-157-292/main"">
Two loop neutrino model and dark matter particles with global B−L symmetry</a><br>
Seungwon Baek, Hiroshi Okada, Takashi Toma <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2014/06/027"">10.1088/1475-7516/2014/06/027</a> ",,Two loop neutrino model and dark matter particles with global B−L symmetry,2018-05-12,Journal of Cosmology and Astroparticle Physics,013-204-989-157-292,38,0.1184,
"75-0,1148",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/020-390-220-071-17X/main"">
Sterile Neutrinos for Warm Dark Matter and the Reactor Anomaly in Flavor Symmetry Models</a><br>
James Barry, Werner Rodejohann, He Zhang <br><br>
We construct a flavor symmetry model based on the tetrahedral group A{sub 4} in which the right-handed neutrinos from the seesaw mechanism can be both keV warm dark matter particles and eV-scale sterile neutrinos. This is achieved by giving the right-handed neutrinos appropriate charges under the same Froggatt-Nielsen symmetry responsible for the hierarchy of the charged lepton masses. We discuss ...
<br><br>
[<a href=""https://arxiv.org/abs/1110.6382"">PDF</a>]</div>",,Sterile Neutrinos for Warm Dark Matter and the Reactor Anomaly in Flavor Symmetry Models,2018-05-15,Journal of Cosmology and Astroparticle Physics,020-390-220-071-17X,30,0.1148,
"76-0,1144",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/018-756-243-322-914/main"">
Pulsar kicks from a dark-matter sterile neutrino</a><br>
George M. Fuller, Alexander Kusenko, Irina Mocioiu, <i>et al.</i> <br><br>
We show that a sterile neutrino with mass in the 1-20 keV range and a small
mixing with the electron neutrino can simultaneously explain the origin of the
pulsar motions and the dark matter in the universe. An asymmetric neutrino
emission from a hot nascent neutron star can be the explanation of the observed
pulsar velocities. In addition to the pulsar kick mechanism based on resonant
neutrino tra...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.68.103002"">10.1103/physrevd.68.103002</a> [<a href=""http://arxiv.org/pdf/astro-ph/0307267.pdf"">PDF</a>]</div>",,Pulsar kicks from a dark-matter sterile neutrino,2018-05-12,Physical Review D,018-756-243-322-914,168,0.1144,
"77-0,11",New,"<div><a href=""https://www.lens.org/lens/scholar/article/173-160-587-911-248/main"">
Singlet-doublet fermionic dark matter and gravitational waves in a two-Higgs-doublet extension of the Standard Model</a><br>
Basabendu Barman, Amit Dutta Banik, Avik Paul <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.055028"">10.1103/physrevd.101.055028</a> ",,Singlet-doublet fermionic dark matter and gravitational waves in a two-Higgs-doublet extension of the Standard Model,2020-03-27,Physical Review D,173-160-587-911-248,0,0.11,
"78-0,1078",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/086-454-992-935-34X/main"">
Constraints on sterile neutrino dark matter</a><br>
Kevork N. Abazajian, Savvas M. Koushiappas <br><br>
We present a comprehensive analysis of constraints on the sterile neutrino as a dark matter candidate. The minimal production scenario with a standard thermal history and negligible cosmological lepton number is in conflict with conservative radiative decay constraints from the cosmic X-ray background in combination with stringent small-scale structure limits from the Lyman-alpha forest. We show t...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.74.023527"">10.1103/physrevd.74.023527</a> [<a href=""http://arxiv.org/pdf/astro-ph/0605271.pdf"">PDF</a>]</div>",,Constraints on sterile neutrino dark matter,2018-05-12,Physical Review D,086-454-992-935-34X,136,0.1078,
"79-0,1031",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/017-603-650-608-094/main"">
Neutrino lines from majoron dark matter</a><br>
Camilo Garcia-Cely, Julian Heeck <br><br>
Models with spontaneously broken global lepton number can lead to a pseudo-Goldstone boson as a long-lived dark matter candidate. Here we revisit the case of singlet majoron dark matter and discuss multiple constraints. For masses above MeV, this model could lead to a detectable flux of monochromatic mass-eigenstate neutrinos, which have flavor ratios that depend strongly on the neutrino mass hier...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep05(2017)102"">10.1007/jhep05(2017)102</a> [<a href=""https://www.arxiv.org/pdf/1701.07209"">PDF</a>]</div>",,Neutrino lines from majoron dark matter,2018-05-12,Journal of High Energy Physics,017-603-650-608-094,40,0.1031,
"80-0,1018",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/001-281-578-599-196/main"">
Neutrino portals to dark matter.</a><br>
Mattias Blennow, Enrique Fernandez-Martinez, A. Olivares-Del Campo, <i>et al.</i> <br><br>
We explore the possibility that dark matter interactions with Standard Model particles are dominated by interactions with neutrinos. We examine whether it is possible to construct such a scenario in a gauge invariant manner. We first study the coupling of dark matter to the full lepton doublet and confirm that this generally leads to the dark matter phenomenology being dominated by interactions wi...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1140/epjc/s10052-019-7060-5"">10.1140/epjc/s10052-019-7060-5</a> [<a href=""http://arxiv.org/pdf/1903.00006.pdf"">PDF</a>]</div>",,Neutrino portals to dark matter.,2019-03-30,European Physical Journal C,001-281-578-599-196,10,0.1018,
"81-0,1009",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/043-015-494-896-187/main"">
New Search for Monochromatic Neutrinos from Dark Matter Decay</a><br>
Chaimae El Aisati, Michael Gustafsson, Thomas Hambye <br><br>
From data recently reported from the IceCube telescope, we derive new bounds on the monochromatic neutrino signal produced from dark matter particle decays. In the few TeV to tens of TeV energy range, these bounds turn out to be better than previous limits by more than an order of magnitude. As a result, intensity constraints on neutrino lines at energies above a few TeV are now comparable to thos...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.92.123515"">10.1103/physrevd.92.123515</a> [<a href=""https://arxiv.org/pdf/1506.02657v1"">PDF</a>]</div>",,New Search for Monochromatic Neutrinos from Dark Matter Decay,2018-05-12,Physical Review D,043-015-494-896-187,45,0.1009,
"82-0,1",New,"<div><a href=""https://www.lens.org/lens/scholar/article/021-837-327-648-308/main"">
The landscape of QCD axion models.</a><br>
Luca Di Luzio, Maurizio Giannotti, Enrico Nardi, <i>et al.</i> <br><br>
We review the landscape of QCD axion models. Theoretical constructions that extend the window for the axion mass and couplings beyond conventional regions are highlighted and classified. Bounds from cosmology, astrophysics and experimental searches are reexamined and updated.
<br><br>
[<a href=""http://arxiv.org/pdf/2003.01100.pdf"">PDF</a>]</div>",,The landscape of QCD axion models.,2020-03-23,arXiv: High Energy Physics - Phenomenology,021-837-327-648-308,2,0.1,
"83-0,0965",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/043-748-758-111-733/main"">
Searching for dark matter sterile neutrinos in the laboratory</a><br>
Fedor Bezrukov, Mikhail Shaposhnikov <br><br>
If the dark matter of the Universe is made of sterile neutrinos with mass in the keV region, it can be searched for with the help of x-ray satellites. We discuss the prospects of laboratory experiments that can be competitive and complementary to space missions. We argue that the detailed study of β decays of tritium and other nuclei with the help of cold target recoil ion momentum spectroscopy ca...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.75.053005"">10.1103/physrevd.75.053005</a> [<a href=""https://arxiv.org/pdf/hep-ph/0611352"">PDF</a>]</div>",,Searching for dark matter sterile neutrinos in the laboratory,2018-05-12,Physical Review D,043-748-758-111-733,53,0.0965,
"84-0,09",New,"<div><a href=""https://www.lens.org/lens/scholar/article/160-917-889-517-449/main"">
Observable Gravitational Waves in Minimal Scotogenic Model</a><br>
Debasish Borah, Arnab Dasgupta, Kohei Fujikura, <i>et al.</i> <br><br>
We scrutinise the widely studied minimal scotogenic model of dark matter and radiative neutrino mass from the requirement of a strong first order electroweak phase transition (EWPT) and observable gravitational waves at future planned space based experiments. The scalar DM scenario is similar to inert scalar doublet extension of standard model where a strong first order EWPT favours the low mass r...
<br><br>
[<a href=""https://arxiv.org/abs/2003.02276"">PDF</a>]</div>",,Observable Gravitational Waves in Minimal Scotogenic Model,2020-03-23,arXiv: High Energy Physics - Phenomenology,160-917-889-517-449,0,0.09,
"85-0,09",New,"<div><a href=""https://www.lens.org/lens/scholar/article/195-047-849-546-871/main"">
Stochastic Axion Dark Matter in Axion Landscape</a><br>
Shota Nakagawa, Fuminobu Takahashi, Wen Yin <br><br>
We study the stochastic axion dark matter scenario in the axion landscape, where one of the axions is light and stable and therefore explains dark matter. If the axion mass at the potential is a typical value of the curvature along the direction, the potential can be well approximated by a quadratic mass term. On the other hand, if the axion mass happens to be suppressed in the vicinity of the min...
<br><br>
[<a href=""https://arxiv.org/abs/2002.12195"">PDF</a>]</div>",,Stochastic Axion Dark Matter in Axion Landscape,2020-03-23,arXiv: High Energy Physics - Phenomenology,195-047-849-546-871,0,0.09,
"86-0,09",New,"<div><a href=""https://www.lens.org/lens/scholar/article/167-101-430-003-463/main"">
Constraining a general 
U(1)′
 inverse seesaw model from vacuum stability, dark matter, and collider</a><br>
Arindam Das, Srubabati Goswami, Vishnudath K. N., <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.101.055026"">10.1103/physrevd.101.055026</a> ",,"Constraining a general 
U(1)′
 inverse seesaw model from vacuum stability, dark matter, and collider",2020-03-23,Physical Review D,167-101-430-003-463,0,0.09,
"87-0,09",New,"<div><a href=""https://www.lens.org/lens/scholar/article/131-679-899-626-064/main"">
Unification Predictions With or Without Supersymmetry</a><br>
M. K. Parida, Riyanka Samantaray <br><br>
Supersymmetric (SUSY) grand unified theories (GUTs) appear to be best motivated for understanding strong, weak and electromagnetic interactions of nature. We briefly review emergence of new formulas for running fermion masses valid in direct breaking of GUTs. High scale mixing unification of quark and neutrino mixings and existence of theorems on vanishing theoretical uncertainties in GUT predicti...
<br><br>
[<a href=""https://arxiv.org/abs/2002.06869"">PDF</a>]</div>",,Unification Predictions With or Without Supersymmetry,2020-03-07,arXiv: High Energy Physics - Phenomenology,131-679-899-626-064,0,0.09,
"88-0,0891",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/017-813-560-326-304/main"">
THERMAL EVOLUTION OF THE PRIMORDIAL CLOUDS IN WARM DARK MATTER MODELS WITH keV STERILE NEUTRINOS</a><br>
Jaroslaw Stasielak, Peter L. Biermann, Alexander Kusenko <br><br>
We analyze the processes relevant for star formation in a model with dark matter in the form of sterile neutrinos. Sterile neutrino decays produce an X-ray background radiation that has a twofold effect on the collapsing clouds of hydrogen. First, the X-rays ionize the gas and cause an increase in the fraction of molecular hydrogen, which makes it easier for the gas to cool and to form stars. Seco...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1086/509066"">10.1086/509066</a> [<a href=""https://arxiv.org/pdf/astro-ph/0606435"">PDF</a>]</div>",,THERMAL EVOLUTION OF THE PRIMORDIAL CLOUDS IN WARM DARK MATTER MODELS WITH keV STERILE NEUTRINOS,2018-05-12,The Astrophysical Journal,017-813-560-326-304,58,0.0891,
"89-0,0855",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/005-764-526-871-145/main"">
Gravitational waves from scale-invariant vector dark matter model: probing below the neutrino-floor</a><br>
Ahmad Mohamadnejad <br><br>
We study the gravitational waves (GWs) spectrum produced during the electroweak phase transition in a scale-invariant extension of the Standard Model (SM), enlarged by a dark $$ U(1)_{D} $$ gauge symmetry. This symmetry incorporates a vector dark matter (DM) candidate and a scalar field (scalon). Because of scale invariance, the model has only two independent parameters and for the parameter space...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1140/epjc/s10052-020-7756-6"">10.1140/epjc/s10052-020-7756-6</a> [<a href=""http://arxiv.org/pdf/1907.08899.pdf"">PDF</a>]</div>",,Gravitational waves from scale-invariant vector dark matter model: probing below the neutrino-floor,2019-08-24,European Physical Journal C,005-764-526-871-145,12,0.0855,
"90-0,0819",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/011-163-735-671-151/main"">
A critical analysis of one-loop neutrino mass models with minimal dark matter</a><br>
Amine Ahriche, Kristian L. McDonald, Salah Nasri, <i>et al.</i> <br><br>
A recent paper investigated minimal R ν MDM models with the type T1-iii and T3 one-loop topologies. However, the candidate most-minimal model does no
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2016.04.022"">10.1016/j.physletb.2016.04.022</a> [<a href=""https://www.arxiv.org/pdf/1603.01247"">PDF</a>]</div>",,A critical analysis of one-loop neutrino mass models with minimal dark matter,2018-05-12,Physics Letters B,011-163-735-671-151,32,0.0819,
"91-0,0815",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/006-529-220-557-061/main"">
Radiative Two-Loop Neutrino Masses with Dark Matter</a><br>
C. Simoes, D. Wegman <br><br>
Using the Weinberg operator, we present a full collection of genuine two-loop models for neutrino mass generation, which contain a dark matter particle as one of the internal messengers. These models can be constructed simply by adding new fields that are singlets or doublets of SU(2)L. We ensure the stability of the dark matter candidate by the addition of a Z2 symmetry that will also be used to ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep04(2017)148"">10.1007/jhep04(2017)148</a> [<a href=""https://www.arxiv.org/abs/1702.04759"">PDF</a>]</div>",,Radiative Two-Loop Neutrino Masses with Dark Matter,2018-05-12,Journal of High Energy Physics,006-529-220-557-061,13,0.0815,
"92-0,081",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/040-969-495-312-524/main"">
Dark matter and neutrino masses from a scale-invariant multi-Higgs portal</a><br>
Alexandros Karam, Kyriakos Tamvakis <br><br>
We consider a classically scale invariant version of the Standard Model, extended by an extra dark $SU(2)_X$ gauge group. Apart from the dark gauge bosons and a dark scalar doublet which is coupled to the Standard Model Higgs through a portal coupling, we incorporate right-handed neutrinos and an additional real singlet scalar field. After symmetry breaking \`{a} la Coleman-Weinberg, we examine th...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.92.075010"">10.1103/physrevd.92.075010</a> [<a href=""https://arxiv.org/pdf/1508.03031"">PDF</a>]</div>",,Dark matter and neutrino masses from a scale-invariant multi-Higgs portal,2018-05-12,Physical Review D,040-969-495-312-524,85,0.081,
"93-0,0797",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/075-064-918-781-255/main"">
Can sterile neutrinos be the dark matter</a><br>
Uroš Seljak, Alexey Makarov, Patrick McDonald, <i>et al.</i> <br><br>
We use the Ly-{alpha} forest power spectrum measured by the Sloan Digital Sky Survey and high-resolution spectroscopy observations in combination with cosmic microwave background and galaxy clustering constraints to place limits on a sterile neutrino as a dark matter candidate in the warm dark matter scenario. Such a neutrino would be created in the early Universe through mixing with an active neu...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevlett.97.191303"">10.1103/physrevlett.97.191303</a> [<a href=""http://www.arxiv-vanity.com/papers/astro-ph/0602430/"">PDF</a>]</div>",,Can sterile neutrinos be the dark matter,2018-05-12,Physical Review Letters,075-064-918-781-255,320,0.0797,
"94-0,0787",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/038-981-250-917-605/main"">
Seesaw roadmap to neutrino mass and dark matter</a><br>
Salvador Centelles Chuliá, Rahul Srivastava, José W. F. Valle <br><br>
Abstract We describe the many pathways to generate Majorana and Dirac neutrino mass through generalized dimension-5 operators a la Weinberg. The presence of new scalars beyond the Standard Model Higgs doublet implies new possible field contractions, which are required in the case of Dirac neutrinos. We also notice that, in the Dirac neutrino case, the extra symmetries needed to ensure the Dirac na...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.physletb.2018.03.046"">10.1016/j.physletb.2018.03.046</a> [<a href=""https://arxiv.org/abs/1802.05722"">PDF</a>]</div>",,Seesaw roadmap to neutrino mass and dark matter,2018-05-13,Physics Letters B,038-981-250-917-605,39,0.0787,
"95-0,0785",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/009-429-651-646-892/main"">
Closing in on minimal dark matter and radiative neutrino masses</a><br>
D. Aristizabal Sierra, C. Simoes, D. Wegman <br><br>
We study one-loop radiative neutrino mass models in which one of the beyond-the-standard model fields is either a hypercharge-zero fermion quintet (minimal dark matter) or a hypercharge-zero scalar septet. By systematically classifying all possible one-loop such models we identify various processes that render the neutral component of these representations (dark matter) cosmologically unstable. Th...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep06(2016)108"">10.1007/jhep06(2016)108</a> [<a href=""https://ui.adsabs.harvard.edu/abs/2016arXiv160304723A/abstract"">PDF</a>]</div>",,Closing in on minimal dark matter and radiative neutrino masses,2018-05-12,Journal of High Energy Physics,009-429-651-646-892,17,0.0785,
"96-0,0761",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/059-923-739-329-071/main"">
Can sterile neutrinos be ruled out as warm dark matter candidates</a><br>
Matteo Viel, Julien Lesgourgues, Martin G. Haehnelt, <i>et al.</i> <br><br>
> 2 keV (2�) for early decoupled thermal relics. If we combine this bound with the constraint derived from x-ray flux observations in the Coma cluster, we find that the allowed sterile neutrino mass is � 10 keV (in the standard production scenario). Adding constraints based on x-ray fluxes from the Andromeda galaxy, we find that dark matter particles cannot be sterile neutrinos, unless they are pr...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevlett.97.071301"">10.1103/physrevlett.97.071301</a> [<a href=""http://www.arxiv-vanity.com/papers/astro-ph/0605706/"">PDF</a>]</div>",,Can sterile neutrinos be ruled out as warm dark matter candidates,2018-05-12,Physical Review Letters,059-923-739-329-071,221,0.0761,
"97-0,0756",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/140-001-521-042-654/main"">
Systematic Study of One-Loop Dirac Neutrino Masses and Viable Dark Matter Candidates</a><br>
Chang-Yuan Yao, Gui-Jun Ding <br><br>
We study the generation of small neutrino masses from the dimension six effective operator at tree level and one-loop level, the neutrinos are assumed to be Dirac particles. We find out all possible tree and one-loop diagrams which lead to finite neutrino masses. The relevant mediator fields and the predictions for neutrino masses are presented. The lower order contributions to neutrino masses can...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.96.095004"">10.1103/physrevd.96.095004</a> [<a href=""https://arxiv.org/abs/1707.09786"">PDF</a>]</div>",,Systematic Study of One-Loop Dirac Neutrino Masses and Viable Dark Matter Candidates,2018-05-13,Physical Review D,140-001-521-042-654,16,0.0756,
"98-0,0754",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/136-717-084-675-785/main"">
Mirror symmetry: from active and sterile neutrino masses to baryonic and dark matter asymmetries</a><br>
Pei-Hong Gu <br><br>
Abstract We consider an SU ( 3 ) c ′ × SU ( 2 ) L ′ × U ( 1 ) Y ′ mirror sector where the field content and dimensionless couplings are a copy of the SU ( 3 ) c × SU ( 2 ) L × U ( 1 ) Y ordinary sector. Our model also contains three gauge-singlet fermions with heavy Majorana masses and an [ SU ( 2 ) L × SU ( 2 ) L ′ ] -bidoublet Higgs scalar with seesaw-suppressed vacuum expectation value. The mir...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1016/j.nuclphysb.2013.05.013"">10.1016/j.nuclphysb.2013.05.013</a> [<a href=""https://arxiv.org/abs/1303.6545"">PDF</a>]</div>",,Mirror symmetry: from active and sterile neutrino masses to baryonic and dark matter asymmetries,2018-05-12,Nuclear Physics,136-717-084-675-785,8,0.0754,
"99-0,0746",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/064-841-928-149-91X/main"">
Unifying leptogenesis, dark matter and high-energy neutrinos with right-handed neutrino mixing via Higgs portal</a><br>
Pasquale Di Bari, Patrick Otto Ludl, Sergio Palomares-Ruiz <br><br>
We revisit a model in which neutrino masses and mixing are described by a two right-handed (RH) neutrino seesaw scenario, implying a strictly hierarchical light neutrino spectrum. A third decoupled RH neutrino, $N_{\rm DM}$ with mass $M_{\rm DM}$, plays the role of cold dark matter (DM) and is produced by the mixing with a source RH neutrino, $N_{\rm S}$ with mass $M_{\rm S}$, induced by Higgs por...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2016/11/044"">10.1088/1475-7516/2016/11/044</a> ",,"Unifying leptogenesis, dark matter and high-energy neutrinos with right-handed neutrino mixing via Higgs portal",2018-05-12,Journal of Cosmology and Astroparticle Physics,064-841-928-149-91X,41,0.0746,
"100-0,0738",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/146-712-537-056-224/main"">
Impact of semi-annihilation of ℤ3symmetric dark matter with radiative neutrino masses</a><br>
Mayumi Aoki, Takashi Toma <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2014/09/016"">10.1088/1475-7516/2014/09/016</a> ",,Impact of semi-annihilation of ℤ3symmetric dark matter with radiative neutrino masses,2018-05-12,Journal of Cosmology and Astroparticle Physics,146-712-537-056-224,40,0.0738,
"101-0,0736",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/154-824-592-086-959/main"">
Search for right-handed neutrinos from dark matter annihilation with gamma-rays</a><br>
Miguel D. Campos, Farinaldo S. Queiroz, Carlos E. Yaguna, <i>et al.</i> <br><br>
Several extensions of the Standard Model contain right-handed (sterile) neutrinos in the GeV-TeV mass range. Due to their mixing with the active neutrinos, they may give rise to novel effects in cosmology, neutrino physics, and collider searches. In addition, right-handed neutrinos can also appear as final states from dark matter annihilations, with important implications for dark matter indirect ...
<br><br>
[<a href=""https://arxiv.org/abs/1702.06145"">PDF</a>]</div>",,Search for right-handed neutrinos from dark matter annihilation with gamma-rays,2018-05-16,Journal of Cosmology and Astroparticle Physics,154-824-592-086-959,21,0.0736,
"102-0,07",New,"<div><a href=""https://www.lens.org/lens/scholar/article/075-117-058-375-076/main"">
Fermionic dark matter via UV and IR freeze-in and its possible X-ray signature</a><br>
Anirban Biswas, Sougata Ganguly, Sourov Roy <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2020/03/043"">10.1088/1475-7516/2020/03/043</a> ",,Fermionic dark matter via UV and IR freeze-in and its possible X-ray signature,2020-03-23,Journal of Cosmology and Astroparticle Physics,075-117-058-375-076,0,0.06999999999999999,
"103-0,07",New,"<div><a href=""https://www.lens.org/lens/scholar/article/061-794-558-390-504/main"">
Light Dark Matter from Entropy Dilution</a><br>
Jared A. Evans, Akshay Ghalsasi, Stefania Gori, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1007/jhep02(2020)151"">10.1007/jhep02(2020)151</a> ",,Light Dark Matter from Entropy Dilution,2020-03-05,Journal of High Energy Physics,061-794-558-390-504,0,0.06999999999999999,
"104-0,0699",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/076-009-838-534-486/main"">
Constraining sterile neutrino warm dark matter withChandraobservations of the Andromeda galaxy</a><br>
Casey R Watson, Zhiyuan Li, Nicholas K Polley <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2012/03/018"">10.1088/1475-7516/2012/03/018</a> ",,Constraining sterile neutrino warm dark matter withChandraobservations of the Andromeda galaxy,2018-05-12,Journal of Cosmology and Astroparticle Physics,076-009-838-534-486,55,0.0699,
"105-0,0699",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/123-233-019-413-276/main"">
Search for right-handed neutrinos from dark matter annihilation with gamma-rays</a><br>
Miguel D. Campos, Farinaldo S. Queiroz, Carlos E. Yaguna, <i>et al.</i> <br><br>
DOI: <a href=""http://dx.doi.org/10.1088/1475-7516/2017/07/016"">10.1088/1475-7516/2017/07/016</a> ",,Search for right-handed neutrinos from dark matter annihilation with gamma-rays,2018-05-13,Journal of Cosmology and Astroparticle Physics,123-233-019-413-276,16,0.0699,
"106-0,0658",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/059-952-889-220-592/main"">
Monochromatic dark neutrinos and boosted dark matter in noble liquid direct detection</a><br>
David McKeen, Nirmal Raj <br><br>
If dark matter self-annihilates into neutrinos or a second component of (""boosted"") dark matter that is nucleophilic, the annihilation products may be detected with high rates via coherent nuclear scattering. A future multi-ten-tonne liquid xenon detector such as DARWIN, and a multi-hundred-tonne liquid argon detector, ARGO, would be sensitive to the flux of these particles in complementary ranges...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.99.103003"">10.1103/physrevd.99.103003</a> [<a href=""https://arxiv.org/pdf/1812.05102"">PDF</a>]</div>",,Monochromatic dark neutrinos and boosted dark matter in noble liquid direct detection,2019-01-15,Physical Review D,059-952-889-220-592,12,0.0658,
"107-0,0649",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/005-051-354-681-029/main"">
Neutrino-Dark Matter Connections in Gauge Theories</a><br>
Pavel Fileviez Pérez, Clara Murgui, Alexis D. Plascencia <br><br>
We discuss the connection between the origin of neutrino masses and the properties of dark matter candidates in the context of gauge extensions of the Standard Model. We investigate minimal gauge theories for neutrino masses where the neutrinos are predicted to be Dirac or Majorana fermions. We find that the upper bound on the effective number of relativistic species provides a strong constraint i...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.100.035041"">10.1103/physrevd.100.035041</a> [<a href=""https://arxiv.org/abs/1905.06344"">PDF</a>]</div>",,Neutrino-Dark Matter Connections in Gauge Theories,2019-07-17,Physical Review D,005-051-354-681-029,9,0.0649,
"108-0,0631",Old,"<div><a href=""https://www.lens.org/lens/scholar/article/012-623-029-421-017/main"">
Clustering properties of a sterile neutrino dark matter candidate</a><br>
D. Boyanovsky <br><br>
The clustering properties of sterile neutrinos are studied within a simple extension of the minimal standard model, where these neutrinos are produced via the decay of a gauge singlet scalar. The distribution function after decoupling is strongly out of equilibrium and features an enhancement at small comoving momentum {proportional_to}1/{radical}(p). Dark matter abundance and phase space density ...
<br><br>
DOI: <a href=""http://dx.doi.org/10.1103/physrevd.78.103505"">10.1103/physrevd.78.103505</a> [<a href=""https://arxiv.org/abs/0807.0646"">PDF</a>]</div>",,Clustering properties of a sterile neutrino dark matter candidate,2018-05-12,Physical Review D,012-623-029-421-017,78,0.0631,
